idannonce,prix_bien
immo-facile-48467715,56000
safti-1-679380,99000
safti-1-787738,740000
142788001,209500
rodacom-3951364,155000
entities-1043690-3679258,348005
ag671791-282925346,192000
hektor-robischung-2149,233000
hektor-robischung-2321,335000
hektor-girardi-pfastatt-3153,475000
immo-facile-50866379,125700
ag681088-375717880,93000
orpi-1-054933E28QUV,265000
immo-facile-49492754,980000
153628677,82500
hektor-MAYAIMMO2020-2328,227900
orpi-1-054934E2C5HM,89000
hektor-immolandismunst-1159,192600
ag681106-381826099,349000
ag680734-364216138,166430
apimo-4425480,191000
orpi-1-054927E1R8D2,318000
ag681106-357899443,640000
adapt-immo-680081294,83740
hektor-ifeaimmo-2143,364000
laforet-immo-facile-21006452,625000
immo-facile-3410711,126000
ag681391-326314986,165000
hektor-immo-wittenheim-3119,254800
ag671913-374114647,310000
ag681120-326400348,352000
158742841,285236
mgc-340797231-Lautenbach700VV2P,365000
ag681237-361011043,727950
160967509,442100
ag743447-372632170,229900
orpi-1-054927E252CR,175403
ag680010-191573197,259350
hektor-CGAIMMOBILIER-913,159000
138584869,254000
hektor-sweethomeconseil-1251,500000
hektor-696_EXPERTIMO22-127686,335000
mgc-380281286-CWE-230327-183822,259500
entities-1043690-3772736,311000
hektor-immoplusalsace-2170,105000
ag681237-299041653,181000
ag681158-368927695,195000
immo-facile-49828355,220000
ag681088-352697854,169000
ag681391-324378726,371000
hektor-MAYAIMMO2020-2218,355000
mgc-165885536_LES-IMPRESSIONNISTES,180500
160967953,293100
hektor-girardi-pfastatt-3332,101000
orpi-1-054039E1W8VT,258000
rodacom-4840697,196100
ag671913-382200262,354500
entities-1043690-3711922,407110
gedeon-25791728,199000
hektor-MAYAIMMO2020-2559,130000
hektor-cpdelta-252,398000
iad-france-933157,417000
ag681104-328125744,290000
immo-facile-34238383,315000
150949865,450000
rodacom-4644867,146900
hektor-girardi-pfastatt-3182,335000
ag680010-333866979,199500
immo-facile-51777770,167400
iad-france-1076785,148000
guy-hoquet-immo-facile-4641781,182100
hektor-girardi-pfastatt-2914,148000
ag681127-336794943,295000
ag671791-284619629,245000
mgc-330797557-MS-220125-092621,339000
hektor-LECEDREIMMO-155,425000
ag680575-335053704,245000
citya-immobilier-1273-TAPP462992,73000
ag671474-374064067,279000
apimo-4032058,116500
mgc-270364536-CWE-201002-162800,448000
ag681237-307481373,239625
147381081,125000
immo-facile-49517631,205000
hektor-generalimmo-3249,214000
apimo-7874438,620000
entities-1043690-3682710,352200
hektor-girardi-pfastatt-2926,168000
hektor-girardi-pfastatt-2769,205000
immo-facile-51772384,79300
adapt-immo-680081293,150000
immo-facile-49587413,289000
158644491,210000
hektor-MAYAIMMO2020-2397,249000
hektor-girardi-blotzheim-2739,250000
mgc-382472030-CWE-230417-162906,584000
ag671474-353951974,130000
ag671791-360638635,108000
160555517,430500
rodacom-4361159,210000
entities-1042950-3869213,318825
ag671791-315120210,110000
adapt-immo-680091589,381000
hektor-dagon68390-2149,279000
ag681332-351974872,194000
141949335,138000
hektor-generalimmo-2970,228000
mgc-382507894-RK_MSB_ALG_TM482b,291800
ag671474-376728961,195000
immo-facile-38775627,225300
apimo-4432723,285000
immo-facile-46958978,175000
ag671791-291496049,67200
hektor-1_lerosenberg-1948,655000
hektor-MAYAIMMO2020-2550,320000
mgc-337120352-C-RUS-703-D-AG,392300
laforet-immo-facile-20609216,123050
apimo-8158443,605000
entities-1044599-2725460,365700
immo-facile-43937536,225000
161284843,276200
ag681332-351974845,274700
ag671791-326370333,110000
guy-hoquet-immo-facile-3886462,82500
ag750949-277099649,140000
ag671474-319447227,329000
ag680010-314080674,241500
guy-hoquet-immo-facile-6300598,80000
ag671791-324966882,130000
immo-facile-34170474,161200
hektor-dagon68390-2438,299500
mgc-382467081-C-RUS-414-112-AG1,303750
mgc-330170721-EK-1901222-Waldig-619-ID416,363365
ag340369-346695624,315000
rodacom-4323805,35000
hektor-amsignatureimmo-97,257000
orpi-1-054039E1Z4K9,261000
mgc-118756865_RFASMI387-RF92P2GA-RFASMI387-RF92P2GA,336000
hektor-generalimmo-3015,368000
entities-1044598-2652759,283800
ag333464-309592746,394000
hektor-MAYAIMMO2020-2171,355000
hektor-girardi-blotzheim-2607,210000
rodacom-4475471,212000
hektor-MAYAIMMO2020-1865,103000
hektor-immo-wittenheim-3323,166000
hektor-robischung-2423,93500
161548243,311590
ag671474-333349158,227600
iad-france-1177740,199000
adapt-immo-680091396,169000
pericles-35966919,369000
ag681158-254578128,520000
ag681444-368824204,77000
hektor-MAYAIMMO2020-2230,164000
iad-france-1264545,128000
guy-hoquet-immo-facile-5842823,131200
mgc-371897557-VM-STRUETH-202318,429000
ag670426-333335085,319000
160409403,189000
ag250493-338627361,196100
ag681391-369552625,414000
mgc-379868645-pp-230323-095731,283683
ag681332-326653800,192000
iad-france-1270014,430000
155239347,259500
iad-france-1103883,185000
safti-1-585618,175000
ag681423-332706522,170000
guy-hoquet-immo-facile-2975019,222500
immo-facile-51851335,196000
ag681404-332169438,348200
ag681332-318867993,283000
ag680010-351815761,274000
hektor-MAYAIMMO2020-2116,156700
ag680286-380659789,520000
hektor-immo-wittenheim-2621,148000
ag671791-330312135,169000
safti-1-783631,94900
ag681391-350781943,371000
guy-hoquet-immo-facile-2676401,303000
hektor-agencedelill-12852,340000
ag680297-356402251,114400
ag671633-320693076,157000
ag681124-342996975,195000
ag681113-279318566,315000
ag681237-278027270,228900
apimo-4393343,388000
hektor-moebel-immo-141,640000
pericles-36461975,379000
ag681113-284288846,395200
orpi-1-054037E2C3EF,499359
iad-france-944338,102000
ag681119-272866458,125000
149094987,72500
orpi-1-054932E1T4XQ,198000
guy-hoquet-immo-facile-5986698,244700
hektor-immolandismunst-995,224700
immo-facile-48509990,210000
hektor-MAYAIMMO2020-2562,394000
146291457,95000
ag671474-268876292,86000
entities-1044599-2725466,402300
guy-hoquet-immo-facile-1846663,71000
ag681088-383577461,160000
hektor-immo-wittenheim-3290,420000
orpi-1-054933E2IJMB,339800
immo-facile-48249628,249600
hektor-sweethomeconseil-1304,244000
century-21-202_3377_1225,91800
hektor-homeettoits-76,235000
hektor-MAYAIMMO2020-2400,427275
hektor-expertiseimmo-39,165000
mgc-378298516-MKI-ASPACHBAS-230308,267400
hektor-robischung-2848,252000
mgc-357128875-MKI-MUESPACH-20220509,569687
ag340369-337921410,208000
guy-hoquet-immo-facile-2734519,188000
ag680254-188227105,475000
ag681110-343373367,123000
mgc-372768371-CWE-230116-165043,396000
immo-facile-36942478,179000
mgc-291282297-C-RUS-587-B-AG,378000
guy-hoquet-immo-facile-2849969,49000
160667303,245000
immo-facile-52318270,194000
orpi-1-054038E1QK6S,149900
iad-france-1327285,195000
century-21-202_3185_1247,198000
guy-hoquet-immo-facile-2547877,171900
ag681237-367826326,186375
safti-1-695616,145000
hektor-5_lerosenberg-1307,270000
ag681158-348820731,139000
immo-facile-1984062,164893
hektor-girardi-pfastatt-2826,151000
ag671913-370389517,179000
orpi-1-054036E29EAS,71000
guy-hoquet-immo-facile-4242670,240000
safti-1-587656,197000
apimo-6789264,409000
immo-facile-40223476,384800
ag671791-314549739,122000
rodacom-4334703,117800
laforet-immo-facile-19529972,123000
ag681154-335128722,467250
hektor-MAYAIMMO2020-2300,228000
nexity-GB00162320,76700
immo-facile-47563943,390000
ag681106-381251674,150000
mgc-363891412-2510SAUSHEIM290LB2P,321500
135200363,257000
nexity-GB00068159,76200
ag681106-354779143,580000
hektor-cdrieux-763,97000
ag681237-352773691,610000
adapt-immo-680091342,166000
immo-facile-49828235,339000
hektor-robischung-2325,240000
hektor-robischung-2846,242000
ag681404-374337037,189000
ag681237-365934841,471450
gedeon-24752109,169000
iad-france-1325445,395000
hektor-mhimmobilier-1428,262500
immo-facile-50498242,155000
mgc-315286556-MS-210907-153925,325000
mgc-360307303-SOULTZMATT_401LP2P100,318000
ag681158-309821850,260000
guy-hoquet-immo-facile-5857134,305000
guy-hoquet-immo-facile-5627901,66000
immo-facile-3745009,289500
ag681106-379195528,487400
ag681119-255476662,135000
mgc-358332305-CWE-220914-110832,497000
guy-hoquet-immo-facile-6041842,83000
safti-1-581699,204000
hektor-PAQUIN2020-103,832000
ag340369-284258753,351000
apimo-5962500,116000
guy-hoquet-immo-facile-2326479,130000
hektor-robischung-2095,60000
hektor-mhimmobilier-1344,137800
ag681332-351974902,310000
immo-facile-3757021,144900
rodacom-4786664,218000
mgc-266807832-SJ-200909-102232,322000
iad-france-867826,149000
ag680967-335832483,87200
entities-1044599-2697501,306600
entities-1043690-3645066,430195
adapt-immo-680091526,142500
immo-facile-48988261,468000
mgc-ancien-067618,75000
iad-france-784510,109000
ag680010-223358419,219960
ag671913-359088838,254000
hektor-moebel-immo-49,294925
guy-hoquet-immo-facile-6028516,286500
citya-immobilier-1273-TAPP439583,110000
hektor-MAYAIMMO2020-1876,157000
ag681104-317984247,159000
hektor-PAQUIN2020-149,686400
ag681494-354431971,237000
160702397,222500
hektor-MAYAIMMO2020-2489,262180
hektor-agcinqpattes-46,235000
hektor-agence-efco-immo-1755,197200
147744665,35000
hektor-ELSASS2020-2697,634400
immo-facile-47322264,250000
iad-france-1123637,289000
ag301615-382028721,490000
century-21-202_3377_551,100000
mgc-366338858-pp-221116-093548,282877
ag681391-365796022,271000
ag681088-340370979,572000
gedeon-23728758,387000
hektor-robischung-2705,190000
hektor-girardi-pfastatt-3020,142000
ag681110-343373319,159000
hektor-LECEDREIMMO-220,229000
ag681158-342327399,302000
mgc-324125883-AP-UFFHEIM-20212311,338100
rodacom-5087159,302000
ag681404-327518004,630000
rodacom-4495550,165000
ag680010-345985329,149800
apimo-6466329,275000
hektor-agence-efco-immo-1798,281000
153673025,128000
ag681425-333780192,291500
ag311656-353559751,163500
apimo-8126556,130000
149405429,112000
rodacom-4353931,286000
ag681158-313415277,647920
iad-france-932891,95000
immo-facile-48147698,189000
hektor-sweethomeconseil-1027,249000
ag681108-324233877,523000
rodacom-4403187,126000
visiteonline-p_5202296,252000
rodacom-4337693,169000
immo-facile-adresse-10710539,242000
gedeon-26493340,126000
ag681140-317977917,253000
ag681120-375477433,659000
guy-hoquet-immo-facile-2628945,129000
ag541392-325391625,299000
apimo-4597911,380000
entities-1044598-2662306,229900
ag671474-360008917,386500
mgc-283563731-RK_MSB_OBERENTZEN_TM583libr,384800
immo-facile-3436188,179000
ag921790-327348828,69500
iad-france-799121,148000
orpi-1-054928E1HCBP,273500
ag671791-326370600,116000
ag680967-349468458,87200
160617295,302500
orpi-1-054048E2JD7K,171200
rodacom-5201071,254000
ag680278-210633414,346500
ag681237-335813220,263750
hektor-ELSASS2020-910,189000
entities-1044598-2779340,388200
hektor-agence-efco-immo-1692,139900
hektor-expertiseimmo-87,155000
ag671913-358127569,329000
iad-france-1127233,230000
hektor-ghisimmobilier-1770,212000
immo-facile-50179524,208000
nexity-GB00114257,76600
gedeon-24176139,276000
ag681106-378282769,265000
152977293,495500
ag681237-346530276,118800
immo-facile-47554645,190000
immo-facile-35630121,176800
hektor-girardi-pfastatt-3091,330000
hektor-agence-efco-immo-1758,303500
citya-immobilier-1273-TAPP476815A,93000
guy-hoquet-immo-facile-5669214,77500
ag681141-347480292,382000
ag681120-371761159,395900
ag681108-340966209,449000
ag333464-313817955,200000
hektor-robischung-2527,230000
hektor-girardi-pfastatt-2952,297000
ag681237-303595365,255600
century-21-202_3185_1370,144600
hektor-moebel-immo-34,108500
gedeon-23728772,244000
ag671791-329042433,110000
ag340369-322147569,87000
immo-facile-49342017,277800
ag680254-353362498,91800
immo-facile-50646003,339000
adapt-immo-680091323,286000
ag680010-223195261,128400
immo-facile-49251578,367500
mgc-233026419-pp-200108-150902,343060
immo-facile-49644200,150800
guy-hoquet-immo-facile-5502553,119900
ag681210-367629067,322400
hektor-immoplusalsace-2123,475000
apimo-6597550,525000
hektor-girardi-pfastatt-3088,335000
160878355,265000
mgc-359529541-MKI-ZILLISHEIM-20222209,468480
ag681088-380996257,310000
mgc-363760974-C-HOU-90-AG-2,286900
safti-1-788456,130000
orpi-1-054037E26HNC,157000
laforet-immo-facile-17690407,278200
ag681158-289118768,316000
adapt-immo-680091657,228900
immo-facile-48978726,187200
ag680010-222020824,224000
hektor-moebel-immo-79,247000
apimo-2812298,350000
immo-facile-43963325,246684
immo-facile-49839166,249600
apimo-4346366,160000
mgc-357600116-CWE-220908-163307,369000
gedeon-23984724,394000
safti-1-775403,73700
ag681404-326621178,201285
ag671474-319356396,55000
citya-immobilier-1273-TAPP473534A,77000
hektor-cpdelta-5,413017
immo-facile-50791314,345800
immo-facile-32636266,85000
iad-france-1195442,364000
hektor-MAYAIMMO2020-2303,330000
ag681141-376641598,1207500
hektor-CCLAUSSSelestat-16269,109424
immo-facile-52304844,180000
mgc-355232262-C-TUR-500-AG,393500
ag670426-338504421,228600
entities-1044599-2703285,337068
immo-facile-24904379,74800
ag681391-323976948,425000
orpi-1-054039E2ETM6,185000
ag671791-291172376,55000
immo-facile-52520928,158000
ag681104-379146103,166500
hektor-MAYAIMMO2020-2368,197025
ag670426-343593657,481050
apimo-6117167,329000
ag681127-344244138,180000
apimo-6331551,399900
ag671791-282402083,67200
ag680974-316994241,325000
mgc-283578045-CWE-210106-110540,398000
ag671791-281915036,98000
guy-hoquet-immo-facile-5573801,910000
guy-hoquet-immo-facile-5662492,120200
ag681391-347002458,393000
ag671791-321913299,130000
hektor-agence-efco-immo-1918,300000
151027249,148000
ag060811-354351976,290000
127552891,169000
rodacom-4694584,252138
ag671791-288660758,348000
mgc-204776418-25062019sleav,225518
entities-1044599-2775964,343200
apimo-4720988,178000
mgc-177144101,202500
orpi-1-054038E2BJIQ,182000
iad-france-841504,235000
nexity-GB00111036,80000
immo-facile-3706072,231000
apimo-2847552,260000
guy-hoquet-immo-facile-3361560,337000
guy-hoquet-immo-facile-5563391,299000
ag671791-314692773,106900
hektor-agfreyimmo-791,147000
immo-facile-47117496,291500
snpi-5059986,267500
ag671913-354700654,174000
iad-france-886602,299000
rodacom-4403198,149000
orpi-1-054038E1MKDT,179000
125836819,217000
iad-france-1102888,255000
ag671646-325839888,106820
hektor-sweethomeconseil-1247,669000
ag060811-313361883,240000
ag681156-329459340,280000
hektor-agence-efco-immo-1837,290000
mgc-355232097-C-VOG-805-AG,358200
guy-hoquet-immo-facile-6078893,155000
guy-hoquet-immo-facile-5962975,286000
ag681106-326541132,165000
guy-hoquet-immo-facile-5610440,120800
ag670426-343593837,192000
entities-1044598-2652762,255672
orpi-1-054041E1D166,119000
mgc-307932542-MS-210701-104814,326000
hektor-MAYAIMMO2020-797,114500
guy-hoquet-immo-facile-4530699,220000
ag680633-279404405,325000
mgc-379272357-C-DES-308-88-AG1,293000
mgc-376204010-SJ-230216-172535,277000
hektor-moebel-immo-52,189000
ag340369-363165613,396000
immo-facile-50202373,210000
ag681158-377054428,149000
immo-facile-48646523,94800
ag680633-269406395,89000
safti-1-779907,197500
ag681237-310489626,280000
iad-france-1309079,355000
ag680575-263622509,250000
rodacom-4401715,163000
hektor-lifeimmo-1812,86000
immo-facile-49858968,524000
hektor-MAYAIMMO2020-2339,199000
hektor-lifeimmo-1795,61000
safti-1-836477,149000
snpi-5202129,230000
orpi-1-054041E1OWKF,118250
immo-facile-35601499,145600
entities-1044601-2814490,622000
ag681106-377685067,735000
iad-france-859549,185000
ag681158-372136090,178000
hektor-CGAIMMOBILIER-807,172500
safti-1-629082,215000
rodacom-4639044,540000
ag681391-366397033,130000
hektor-ELSASS2020-2015,521455
ag681158-373139656,357000
guy-hoquet-immo-facile-3074259,542500
immo-facile-51367002,249600
ag681210-365060035,197600
ag671791-308293059,447000
immo-facile-22519769,166400
150944137,201300
laforet-immo-facile-21469775,330750
ag680297-335702313,780000
157940343,478660
hektor-generalimmo-3208,228000
150944173,189000
hektor-CGAIMMOBILIER-761,299000
ag681108-280436789,138000
ag681108-281596001,549000
ag681237-314723061,380000
ag681234-365177584,451500
ag680632-252092839,58000
iad-france-823705,95000
mgc-366186701-MS-221115-101052,391000
152977305,125217
hektor-agfreyimmo-858,247000
ag681124-339690138,349000
ag750665-253923435,599500
ag671791-305552544,171000
ag681158-370983961,690000
guy-hoquet-immo-facile-5733250,146100
151071449,148000
ag671791-287181041,447000
hektor-alaingimmo-412,136500
ag681404-375575116,124200
nexity-GB00115440,108600
pericles-36850476,131300
immo-facile-44584641,218400
laforet-immo-facile-21139812,171200
immo-facile-adresse-10503468,410000
hektor-MAYAIMMO2020-2564,499500
guy-hoquet-immo-facile-5560472,131100
ag681332-355388854,270000
ag681404-357113218,633000
mgc-371948138-SJ-230109-100925,400700
hektor-MAYAIMMO2020-2289,287000
apimo-8179369,349000
ag671791-294574811,498000
immo-facile-51382039,335000
apimo-6372582,143000
gedeon-25179891,378000
apimo-8158456,336000
ag671791-299472501,117000
ag750949-312459663,256800
mgc-P182,136000
hektor-MAYAIMMO2020-2011,325500
immo-facile-47548116,125000
ag671791-285088481,122000
ag681104-274454354,145000
rodacom-4694462,240660
hektor-ghisimmobilier-1992,232000
entities-1044602-2716904,801841
nexity-GB00149357,200000
safti-1-633541,259000
ag681121-267897812,86000
iad-france-1173121,215000
guy-hoquet-immo-facile-5846907,82000
mgc-339210026-C-BUR-331-OS,267000
apimo-4393329,320000
hektor-robischung-2707,315000
ag671791-313157778,93950
ag681104-274454345,612500
mgc-374288762-pp-230130-101833,317238
hektor-generalimmo-3241,219000
hektor-MAYAIMMO2020-2063,284850
ag681104-367413106,197500
hektor-etudepierreimmo-1360,365000
ag250493-267630089,310000
hektor-robischung-2174,76000
guy-hoquet-immo-facile-5596424,77500
ag671791-333439563,260000
entities-1044598-2645457,297414
immo-facile-47563234,68000
ag681158-297575757,81000
ag681106-362920984,295000
entities-1044599-2794538,387000
immo-facile-51542818,183000
gedeon-26086062,129500
ag681332-320661204,350000
apimo-6889991,468000
hektor-CGAIMMOBILIER-763,169600
safti-1-629087,315000
apimo-4542944,210000
ag681088-346723839,138000
immo-facile-36093944,208000
rodacom-4914821,175000
nexity-GB00139863,50000
safti-1-667602,245000
rodacom-4822149,226800
visiteonline-p_5382552,327668
ag671791-312177630,447000
laforet-immo-facile-17777532,297000
entities-1044601-2795079,902420
